date,score,content
2023년 4월 24일,5,리뷰 쓸 때 스페이스바를 누르면 한칸 띄워지는게 아니라 이전 작성한 한 글자가 지워져요 항상 카톡으로 리뷰 쓰고 복사해서 배민 리뷰에 붙이네요 영 성가십니다 오래 전부터 이랬는데 이 오류가 시정이 안 되네요?? 자판은 천지인 써요 참고하셔서 오류 시정 부탁 드립니다
2020년 11월 8일,5,"아니, 핸드폰 못하는 사람은 어떻게 시키라고. 회원가입하라고해서 하면 인증하라하고, 인증하면 다시하라고 하고, 어쩌라고 배달하나 시키기 개어렵네, 쓰지마세요 짜증만 납니다. 이런까 별점이 이따위지"
2022년 10월 8일,5,함께 주문 기능좀 제대로 만들어주세요;; 모르고 눌러버렸는데 취소 기능도 없나보죠? 진짜 짜증나서 하.. ㅋㅋㅋㅋ 주문할려면 19세 미만은 보호자 인증도 해야되는데 인증 못하는 사람은 음식 다른곳에서 시키거나 먹지 말라는건가요?
2025년 12월 4일,5,맨날 한달에 한번씩 7시 즈음부터 배달이 안 되는데 배민 영업 휴업일 같은 날이 있으면 앱에서 배달이 안된다고 안내해 주면 안되나요? 그리고 배민 과실로 주문 취소하게 만들어놓고 이유 쏙 빼놓고 고객 요청으로 주문 취소합니다 하는 건 뭔가요 사람 2시간 넘게 기다리게 해놓고 뭐 사과 하나 없이 진상고객으로 만들어서 처리하는 건가요? 재발 방지를 약속해놓고 한달마다 주기적으로 이러는 데 뭐 사람 가지고 노는게 재밌어요? 그리고 알뜰 배달이야 여러 집을 가야 하니 사람이 모자를 수도 있지만 한집 배달은 돈도 더 받아먹으면서 프리미엄 라인인 것 마냥 홍보해놓고 똑같이 배달이 안 되는데 대체 관리를 어떻게 하고 있는 건가요?
2024년 6월 21일,5,가까운순 리스트에 광고 음식점을 넣으면 가까운 순 의미가 있음? 면 시키느라 가까운곳 시켰더만 광고더만? 덕분에 면이 떡이되어 아주 잘 버렸습니다
2023년 11월 4일,5,업체는 소비자정보보호법으로 없는리뷰를쓴것도 아니고 사실리뷰를 썼는데도 30일안보이게 보호해주는데 배민는 고객의 속상함을 알아주진않고 업체에 벌점주는것도없고. 업체에서 정당하지 못하였을경우 벌점주는 제도나 차단하는제도 만들어주세요. 차라리 보기싫은 식당은 안보이게 할수있도록 설정만들어주세요. 배민 이용하는 소비자편도 좀 들어주셔야하지 않아요? 브브브아이피였는데.
2019년 5월 11일,5,근처 배달가능가게 검색도 쉽고 아직 열지 않은 가게는 활성화되지 않는 등(다른 어플은 안써서 잘 모르지만) 편하네요
2019년 5월 23일,5,접근성 용이한 메뉴와 때마다 적절한 쿠폰! 넘 좋습니다. 타 앱은 삭제 했지만 배달의 민족이 아직 깔려 있는것만 봐도 만족을 증명하는거죠. ㅎ
2021년 5월 28일,5,리뷰 악용 사례 때문에 리뷰를 3일 제한을 두셨다면서요? 그러면 리뷰를 상기시켜주는 팝업창이라도 만들어주시면 안될까요? 배달 완료 후 받고 싶은 사람만 리뷰 알림을 받을 수 있으면 어떨까요 반복 기능이 있어도 좋고. 사장님들이 리뷰를 안 다는 사람들 때문에 손해가 큰데 적어도 잊어버리는 일은 줄이고 싶어요
2022년 6월 25일,5,"로그인도, 회원가입도 안되고~ 회원가입하려고 인증한 횟수만해도 10번이 넘어가고~ 계~~~~~속 도돌이표네"
2020년 8월 10일,5,몇달째 연결상태가 불안정하다느니 주문도 안되고 지웠다 다시 깔아도 안되고 업데이트해도 안되고 어플 참 거지같이도 만드셨네요
2023년 12월 24일,5,그런데 배달하는 오토바이 중 시끄럽고 요란한 소리내는 오토바이 운전 하는 사람 한테는 일을 안줘서 배달하는 사람들을 개도 하는데 앞장서서 국민들한테 좋은 이미지 심어 보시는건 어떠실런지요
2019년 9월 14일,5,배달해 주시는 기사님 번호는 저희가 당연히 모를 수 밖에 없는데 모르는 번호로 전화가 오면 스팸인지 아닌지 저희가 어떻게 구분하고 받나요 가게 번호도 마찬가지고 저번에 제가 전화 안받았다고 주문 취소도 되고 해서 매우 당황스러웟고 오늘도 모르는 번호라 전화 안 받았었는데 그걸로 배달비 2배 지불하라고 해서 어이가 없었네요 다음번에 카카오톡으로 주문 확인 문자 주실거면 가게 번호랑 배달가시는 기사님 번호도 같이 알려주세요 번복하거나 당황스러운 일 안 생기게요
2019년 4월 13일,5,편리하고 좋음 처음 가는곳에서도 배ㆍ민 이용해서 시켜먹을수 있어서 너무 좋네요 하나아쉬운점은 가게와의 거리 킬로수도 나오게끔 해주시면 좋을거 같아요
2019년 4월 25일,5,비가 오면 배달료 추가는좋습니다 하지만 저렴한 맛집들은 거의 배달종료 무엇보다 고생하신다고 더내는만큼 배달하시는분들이 그만큼 친절한지 생각좀해보셔야할듯 비올때 인상쓰며 배달해주시는분들 여러번 봐서요
2024년 11월 27일,5,서비스 불만족 상담원연결도안되고 채팅상담은 AI가 계속 이상한말만 반복해서하고 배달지연이 되면 고객이 낸 돈이라도 생각해서 연락해줘야하는부분아닌가? 취소요청도 안되고 뭐 서비스제공을 어떤시스템으로 돌아가길래 이런식으로 하는지모르겠음 더 발전이 필요해보입니다 이용고객들 떠나기전에
2023년 12월 1일,5,오늘부로 배민을 폰에서 삭제합니다. 비싼 배달료 지급하는 배민1 을 항상 이용하는데 라이더 수급을 못해 가게 사장님은 발 동동 구르고 주문한 고객은 배 곯게 만드네요. 라이더 수급이 안되는 상황이면 고지를 하고 배민1 주문을 막아야 하는데 돈이 어찌나 벌고 싶으신지 주문만 받아 놓고 앱을 보면 조리 중이라고 구라를 치네요.. 식당 사장님께 연락해 보니 음식은 10분만에 만들어 놓았는데 배민 라이더 배정이 안되서 컴플레인 전화를 계속 받고 있다네요... 배민1은 가게에서 별도로 라이더 부를수도 없고 고객 주소도 모른다며 죄송하다고만 하구요.. 화가 나서 고객센터로 전화했더니 저 같은 사람이 많은지 전화연결이 또 안되요(대기도 안되고 그냥 끊어짐).. 열이 올라서 5번만에 ars 멘트는 들었는데 상담원이 다 통화 중이라고 기다리래요..5분 기다려서 상담원 통화해서 주문 취소했구요.. 그 상담원 분도 이런 케이스 많았는지 연신 사과만 하시네요.. 이게 뭐 하는건지... 배민1 접으시지 ㅎ
2019년 1월 7일,5,깔자마자 쓰지도못하고; 자꾸 네이버에서 아이디를 가져오지 못했다고만뜨네요 그리고 이 오류문구조차 0.5초만에사라져서 오류문구확인하려고 로그인을 다섯번시도했어요.
2024년 6월 11일,5,배달음식 양이 십창렬인 주제에 배민이 쿠폰을 뿌리거나 알뜰배달을 도입을 해도 업체놈들이 최소주문가격을 올려서 (알뜰배달로 치킨 하나 시키는데 18000원이면서 최소주문가격이 30000원.) 그 이상을 시키도록 유도하지않나. 쿠폰을 쓰려는데 실수로 주문하다 취소하고 재주문하려하면 빠꾸없이 취소 거는거보면 그놈의 음식값 이슈는 배달 어플만 문제있는게 아님
2019년 3월 4일,5,주문을 하고 40분내에 도착한다는 카톡을 받았는데 2시간이 지나도 음식이 안오길래 음식점에 전화를 해보니 주문들어온게 없다고 하네요 평소에 잘쓰던 앱이였는데 실망했습니다
2019년 8월 15일,5,가장 많이 사용하는 배달앱이라 배민만 이용하게 되네요 편리하게 사용하고있습니다 공휴일이고 비가와서 시켜먹으려고 하는데 배달하시는 분들 빗길에 위험할까 조금 걱정되네요 고맙습니다
2019년 3월 23일,5,예전에는 알수없었던 준비과정을 볼수있게 되어서 배달이 조금 늦어도 답답하지 않내요...밖에서도 아이들 급하게 챙겨줄수 있어 일하는 부모입장에서 어찌보면 편해진듯하내요..
2018년 12월 23일,5,요기요 사용하다 배달의민족에서 주문하게 되었는데 역시 추천해주신 이유가 있네요 두말이 필요없이 바로 검색 주문해 보시면 아실거에요.
2021년 5월 20일,5,삼성카드만 사용해서 두 장 등록하려고 하니 한 장 밖에 안되네요. 동일 카드사 카드 더 등록할 수 있도록 개선됬으면 좋겠어요~
2021년 1월 12일,5,"인터페이스 알아보는게 살짝 어려웠으나, 이런 음식점까지 있었나? 싶은 수준의 정보 제공이 최고인 어플. 대한민국은 배달의 민족!"
2024년 5월 5일,5,제대로 작동도 안되는 어플을 수수료 내고 사용하는 점주들 지능이 의심가네요. 차리리 옛날 전화번호책자로 돌아가는게 맞다고 생각합니다.
2023년 8월 11일,5,진짜 별로... 배달 배차 안됐다고 음식은 다 만들어놨는데 불기만 하고 취소도 안되고 상담사 연결도 안되고 채팅 상담도 답변 없고. 도착 예상 시간 보다 40분이 늘어나고요. ㅎㅎ 서비스 정말...
2022년 8월 7일,5,"안녕하세요 저번부터 쓰고있는 사람입니다. 배달의민족은 여러분들이 먹고싶은 음식, 디저트 등 많은것들을 보여줍니다. 하지만 몇몇 사람들이 배달의민족을 안좋게 보고있습니다. 그러니 그사람들에게 말좀 하려고 리뷰남깁니다. ""야 니네가 배달의민족직원들 사장이냐?! 왜이렇게 재촉해! 배딜팁은 가게에서 결정한거고 시킨양이 많을수록 팁이 적어진다잖아! 진짜로 왜그렇게 사냐;;;"""
2020년 6월 21일,5,샤오미a1. 안드로이드 9버전으로 사용중인데. 메뉴 선택 후 주문창으로 넘어가면 무한로딩 걸립니다. 그래서 주문을 못하고 있네요. 해결해주세요
2021년 11월 11일,5,배민1 주문은 어떻게 합니까? 쿠폰은 주고 배민1은 나오지도 않는데 상담도 한번 하기 어렵고.. 뭘 어떻게 주문하나? 배민1 안 나와. 최신 업데이트 다 했으니 딴소리 마세요 // (여기부터 수정) 그러니까 배민1은 수도권에서만 되는군요 난 그것도 모르고 상담원이 배민1 카테고리가 있다기에 열심히 찾았구만? 나 참 진작에 배민1은 수도권에서만 된다고 하지 안되는 지역인데 배민1 쿠폰은 왜 자꾸 주나요? 그리고 상담원 교육 좀 똑바로 시키세요 배민1 되지도 않는 지역인데 배민1 카테고리가 있다고해서 열심히 찾았네요
2021년 10월 4일,5,가입했는데 처음가입 10000원 할인이라더니 인증받아야 쿠폰 발급한다고 하네요 정식가입해서 인증되었는데 뭘 더 인증받으라는건지? 요기요보다 훨씬 사용하기 어려움
2021년 12월 31일,5,주소 바꿀때마다 조심히 안전하게와주세요:) 이게 자동으로 선택되는데 내가 선택해놓은 상태 그대로 냅두던가 빈칸으로둬야지 왜 저걸 기본으로 선택되게 만든거에요? 성가시게
2021년 1월 5일,5,리뷰가 왜 3일밖에 안 써지는가요ㅜㅜ 저는 맨날 깜빡하고 다음주문할때 생각나는데 그럼 항상 지나있어서 죄송하더라구요.. 일주일만 돼도 좋을것 같은데 너무 짧은 것 같아요.. 신뢰성있는것과 3일이 무슨 연관관계가 있나요..?
2021년 1월 24일,5,B마트 너무 좋아요. 집밖에 나갈 일이 없네요ㅋㅋ 특정 주문내역을 다시 주문하거나 장바구니에 담을 수 있는 기능이 있으면 더 좋을 것 같아요:)
2024년 4월 23일,5,서울 서초구에서 라이더 배정이 안 되어 배달하는데 1시간 10분이 넘는데 보상 하나 없고 문의량 많다고 문의도 못하게 하시고ㅎㅎ 그냥 사용 안 할게요ㅎㅎ 이러는 게 한두번이어야 참고 넘어가죠 ㅋㅋㅋ
2021년 9월 7일,5,돈먹었음 ㅡㅡ 네네치킨 행사하길래 할인쿠폰 먹여서 결제했는데 돈이랑 쿠폰만 나가고 결제실패했다고 뜸 가게에 전화해서 확인해본 결과 주문정보가 전달이 안됐다고함 집에 배고픈 사람이 슬슬 성질내려고해서 걍 가게에 직접 전화해서 쿠폰없이 주문함 ㅡㅡ 배민에 전화해서 다시 받으려고 하는데 전화량이 많다고 뜸 나같은 사람이 많나본데 16000원이랑 할인 받지 못해 나간3000원 돌려줘라 장난함? 서비스관리 똑바로 해라 짜증나네
2019년 6월 22일,5,배달민족 너무좋아요 전화번호생각안날때 배달민족들어가면 여러가지 먹고싶은거 골라먹을수있고 배달도 정확하고 빠르고좋아요 편리해서 자주 이용합니다
2023년 11월 24일,5,빨리 받으려고 한집배달 시킨건데 이렇게 1시간 넘게 지연될줄 알았으면 한집배달 안시켰죠 주문 취소도 못하고 배달비는 더 비싸면서 다 식은 음식 먹게 해주셔서 정말 감사합니다.
2021년 2월 19일,5,제가 주문했던게 주문취소가 됬는데 재료소진이래요 근데 재주문 하려면 무슨메뉴가 재료소진인지 알아 재주문을 할텐데 무슨메뉴가 재료소진인지 알수가 없어요... 패치 부탁드립니다
2024년 3월 21일,5,맘에 안드는 가게는 폴더별로 정리해서 안보이는 그런 기능이 있었음 좋겠어요 다신 안시켜야지 해놓고 잊어버리고 있다 또 시켰다 돈만 난리네요
2024년 8월 10일,5,고객상담 너무 불친절하고 느려서 삭제합니다. 정책 좀 똑바로 수립하세요. 가게사장이 메뉴 이상하게 배달한걸 리뷰했더니 고객센터에서 가게사장이랑 통화해보라고 2번이나 전화오는게 말이됩니까?
2022년 7월 30일,5,"너무해요....어딜가나 다 최소가 1만원....이상 배달비는 넘 비싸고,왔다는 알림도 너무 느려서 밖에 배달원이 왔음에도 몰라서 걍 있었는데 왜 안나오냐고 뭐라하셨다구요."
2020년 7월 4일,5,앱 실행뒤 화면이 전혀 전환되지않고 오프닝 화면 그대로입니다. 전에는 이런 문제가 없었고 업데이트 이후에 이렇게 된거같은데 오류수정부탁드립니다.
2023년 7월 10일,5,배달의 민족 앱은 최악의 앱 이다.일딴주문한 내용과 배달한 내용이 다른 현상이 반복되고 있으며 이것에 대한 보상은 겨우 5000원 쿠폰을 주고 이 사건을 넘길려고 하길려고 하고 항의하지 않으면 쿠폰도 안준다.반복적인 사건으로 인해 우리 가족의 식사를 망치고 있다.
2025년 10월 15일,5,약탈적인 독일기업 더이상 쓰고 싶지 않아서 삭제
2020년 12월 19일,5,도착시간 지나고 음식 오지도 않았는데 어플에선 도착 완료라고 뜨네요 매장에 전화했더니 음식 가져가서 모른다 그러고 배민 고객센터는 매장에서 도착시간 1시간으로 잡아둔거라 시간 지나면 도착 완료라고 뜬다는데 이게 무슨 말인지 방구인지.. 누구 보라고 배달 주문현황을 만들어 놓은건지 모르겠네요 그리고 기사분들 관리도 좀 하셔야겠어요 1시간 훌쩍 지나서 와서 음식은 다 식어 빠졌고 배달 요청 사항은 보지도 않나봐요 문 앞에 음식 두고 가시라고 적어놨는데 문 엄청 두드리네요
2024년 5월 18일,5,"할인 이벤트, 무료 이벤트 들 많이 해줘서 좋았어요! 이 앱 덕분에 엽떡 세트 + 쿨피스 도 배달비 3000원 만 내고 무료로 먹었고 첫 주문 때도 무료로 카페가서 커피 + 에이드 먹었네요 ~ 오늘도 배민b마트 첫주문 시 1만원 할인 해준다고 해서 과자,음료 구매 했어요~ 배달원분들도 친절하시고 책임감 강하셔서 좋았고, 물건들도 안전하고 맛있게 와서 더욱 기뻤어요. '쿠폰 없이도 구매 할거냐'는 질문을 던진다면 바로 ""네"" 라고 답하고 싶네요."
2020년 3월 22일,5,주문내역이나 My 배민에서 어떤 버튼을 누르면 무한 로딩에 하얀 화면만 떠서 아무것도 안 보이네요. 집이라 아주 빵빵한 와이파이 뜨는데 연결상태가 불안정하다며 ㅋㅋ 배민 서버가 너무 약한 거라든지 그런 거 아니고요?
2019년 8월 17일,5,다들 앱 쓰는데도 배달책자보던 습관을 버리지 못해 다운받은지 백만년만에 첫 회원가입하고 주문해봤어요ㅋ 역시 카드로 선결제 가능하니 편리하군요ㅎㅎ
2019년 9월 14일,5,매장등록도 많고 이용도 편해요. 다른앱보다 배민을 쓰는 이유가 가맹점주들께 배민이 받는 수수료가 타앱보다 적다해서 인데. 소문인지 진짠지 모르겠지만 업주님들께 손해를 줄까봐 직접 전화해 주문할때가 많은데.. 배민이 업주님들 손해보게는 안하시면 좋겠네요
2024년 12월 26일,5,진짜 오래사용한 몇년간 천생연분등급 유지중인 유저인데 앱은 몰라도 고객센터가 너무 불친절해서 다른 앱으로 갈아탑니다
2021년 9월 10일,5,배민1 라이더에 연락 가능한 임시번호라도 제공해 주세요. 라이더가 다와서 헤매는데 전화를 하려해도 연락할 방법이 없네요. 그리고 배민1 라이더 gps 가 안 맞는지 꺼두는건지 계속 가게앞에 있다가 갑자기 집앞으로 찍히네요. 배민1 배달조회 의미가 없어요.
2020년 2월 5일,5,아니... 왜 40분뒤에 재료소진이라고 떠서 .. 40분을 날렸네요.. 5~10분정도 라도 귀한시간인데 40분은 정말 너무한것같습니다. 그래도 제가 애용하는 앱이기 때문에 2점 주겠습니다.
2021년 1월 5일,5,선택해서 결제 다 했는데도 한시간뒤에 접수도 안됐음 가게도 어플도 나몰라라 그뒤에 기분나빠서 사용안함 가게로 오더가 안들어갔음 어플 잘못이겠죠?
2019년 5월 1일,5,기존에 쓰고있는 사용자들에게 혜택을 제공해줘야 만족도가 높을텐데 신규사용자들만 에게만 큰혜택을 제공하는 시스템이 실망스럽습니다ㅠ 그래도 시켜먹어야 하니 쓰긴합니다 그리고 답변 보니깐 똑같은 사과문만 복붙만 하네요 관리가 엉망인게 보입니다.
2022년 4월 16일,5,앞으로 주문하지않고 가게 클릭만 해도 가게에서 수수료를 내야된다는게 진짜인가요??? 진짜라면 더이상 배민을 사용하지않으려구요!ㅎㅎ
2025년 1월 28일,5,배달이 오픈 되어 있어서 주문 했는데 배달이 안된다는데요... 열어놓은 이유가?... 한집 배달은 된다고? 옵션이 아예 없는데... 어쩌라는건지... 배민은 허구로 장사하네... 열어만 놓고 우리 열었다 하고 주문은 다 거절하고?;;;....
2019년 7월 21일,5,이벤트도많이하고 쿠폰할인도 다양해서 굉장히 편리한 배달어플인거같아서 자주애용하면 좋을거같아요 다른분들도!
2019년 8월 27일,5,바쁜일상에 잘 사용하고 있습니다.검색창이 있다면 더 좋을거 같은데 먹고싶은 메뉴 찾을때 헤맬때가 있어요.
2019년 11월 24일,5,업데이트가 안되서 앱삭제후 다시 까는데 안됩니다.이전에도 배민 결제안되서 업뎃하다 안되서 문의햇는데도 이상한 답변만오고 아직도 결제도 안되고 지금당장 앱이 안깔리네요ㅡㅡ계속 대기중입니다
2025년 9월 18일,5,내가 미쳤지 ㅋㅋ배민 같은 건 혼내줘야 됨ㅇㅇ
2024년 8월 27일,5,잘쓰고 있지만 찜 카테고리에서 종류별로 나눌 수 있으면 좋겠고요. 다시 안만나고 싶은 가게도 설정할 수 있으면 좋겠어요.
2025년 6월 13일,5,배달 예정 시간이 지나면 시간이 사라지는군요. 심지어 고객센터 연결로 통화하면 많아서 통화 못하게 막혀있고...
2023년 1월 14일,5,별 그지같은 이유로 사용자 차단이나 하고 문자 하나 덜렁 남겨놓고 맥이는것도 아니고 담당부서는 연결도 못 해주고 근거는 못 알려주고 장난하는것도 아니고 서비스 x 같네
2021년 8월 17일,5,결제 오류! 카드에서 돈만 빠져나감... 두번이나 고객센터 이메일. 실시간채팅. 전화 돌리다 빡쳐서 여기와서 앱평가 하고 있음. 별 하나도 아깝다.
2024년 7월 17일,5,라이더가 배정되지를 않아서 배달예정시간이 50분씩 들어나는건 어떤 경우죠? 그럴꺼면 배달예정시간은 왜 존재합니까? 한집배달로 시켜도 배달이 이런식으로 늦을꺼였으면 그냥 주문 안했죠. 다음부턴 다른앱 사용하겠습니다
2024년 3월 5일,5,운영진짜그지같이한다 한집배달이나 알뜰배달이나 시간은다를게없고 요금만비싸고 물건에하자있거나급해서가게통화하려면 가게번호도없고 기본고객센터 상담하려면 연결도잘되지않는 채팅상담 왜만든거냐 죄다매크로답변에 배달예상시간은 지키지도않을꺼왜만든거야 먼배달시키면기본한시간이냐
2019년 4월 14일,5,가끔 불편한 업체도 있지만 90%는 성공했네요 그리고 제가 자주가는 동네업체 배달도 되나 검색했을때 발견하면 오~~! 유레카 ㅋㅋ 귀챠니즘에게는 완전 강추합니다
2021년 5월 5일,5,상담사와 채팅할 때 읽었다 표시 부탁합니다. 계속 기다릴 수도 없고... 상담사를 늘리든지 부탁합니다. 상담을 시작했는데 제가 빠른 배달를 해서 결국 문제해결되지 못한 채 음식받았네요..
2020년 7월 22일,5,배차되는 시스템은 배달어플마다 똑같겠지만 상담원들 응대방식이나 안내시스템이 진심 최악입니다. 꾸준히 배민만 이용하다가 방금 탈퇴했어요 저는 다시는 이용하고싶지 않아요 상담사들 때문에~
2020년 11월 9일,5,"배달도 타 배달업체 보다 느리고, 음식도 항상 식어서 오고, 얼마전에 주문 취소를 하고싶었는데 아무런 처리도 안해줘서 그냥 사고.. 배민 서비스 최악이네요.. 다른 업체 활용하는걸 추천해요"
2024년 6월 21일,5,알뜰 배달이라도 정도껏이지 배달 시간 1시간에서 갑자기 2시간으로 늘어서 가게에 전화해보니 음식은 다 준비 됬는데 배민쪽에서 배달기사가 안들어온다고 ㅋ 그래서 최대 1시간이면 받을걸 2시간 기다림 배민 진짜 ㅁㅊ거 같음 상담사 연결도 10분 기다려도 안되고 이정도면 직원을 더 뽑으세요 제발 좀요 갈아타기 일보직전이요
2024년 10월 1일,5,처음으로 글을 써봅니다. 갈수록 버러지어플이 되어가는게 참... 돈받아처먹으면 최소한의 서비스 만족은 해줘야할텐데.. 불편한 기능 불편한 배달 오늘부로 삭제합니다. 최악입니다.
2021년 8월 9일,5,배민 잘 사용하고 있어요! 배민 쓰면서 편리하고 쿠폰도 많이 받아서 좋은데 앱 리뷰에 되도않는 말이 많아서 제가 다 속상하네요 좋은 앱 몇 년째 사용중입니다.
2020년 4월 14일,5,이번 배달의 민족 수수료 부과 방안 변경건은 독과점 폐해의 대표적 사례로서 자리매김 할 것입니다. 다른 분들의 리뷰에 달린 답변에 보면 라이더 분들의 안정적인 소득을 위해 앞으로 바뀔 앱에서 주문하기를 요청하셨는데 애초에 '우아한 형제들'이 잘못된 의사결정을 하지 않았다면 라이더 분들이 불안함을 느끼실 일도 없었을 것입니다. 라이더 분들에 대한 안정적인 대우는 우아한 형제들에서 일정부분 보장해야겠지만 또다시 문제가 생기면 라이더 분들은 프리랜서라 주장하며 본인들의 책임 회피하지 않을까 우려됩니다. 본인들이 가지고 있는 절대적인 점유율을 지금과 같은 상황에서 이런 방식으로 이용하는 것은 매우 부적절하다고 생각합니다.
2019년 5월 31일,5,쿠폰도 푸짐히 주고 광고없고 사용하기 매우편리해요 저는 요즘 자주사용중에요^^ 진작알았으면 더 좋았을걸그랬네요
2019년 4월 28일,5,"배달비가 너무 비쌈~택배도 물건가져가고 하차하고 배송하고 상차하고 고객 집까지 전달하는 시간과 인건비를 포함해서도 3000원인데 고작 한명이 배달하면서 소요 시간도 얼마안되는데 배달비는 거의 7천원임 이럴이유가 있나,."
2025년 8월 1일,5,아니 돈더주고한집배달시켰는데 자전거배달은 선넘지않나요? 오토바이 알뜰보다 느린데요?
2023년 5월 3일,5,제발 행정동 말고 법정동으로 바꿔줘요. 행정동이 큰 동네는 배달 된다고 떠놓고 막상 주문하려 하면 법정동 기준으로 배달 안 한다거나 추가 배달팁 배달원에게 현금으로 내야한다는 가게가 너무 많이 떠요. 불편하고 짜증나요.
2025년 4월 27일,5,업뎃 후 연결상태가 불안정하다고 하면서 로그인이 안됩니다.케시.데이터 삭제 다 했고 몇 번을 재설치 했는데도 계속 반복입니다.
2020년 7월 19일,5,별점이 왜 이렇게 낮은지 모르겠네요. 다른앱이 그렇게나 좋은건가 싶어서 몇달간 갈아타봤지만 결국 돌아왔습니다. 다른 앱들보다 할인이나 쿠폰도 많이주고 무엇보다 점포가 다양해서 좋아요. 지금까지 쓰면서 불만사항은 없었습니다.
2022년 4월 2일,5,배민 로그인을 하는데 제가 네이버로 가입한걸로 아는데 네이버로 로그인을 하면 인증을 할 수 없다고 나오고 혹시나 해서 아이디 찾기를 해봤는데 뭔 알 수 없는 아이디가 나오고 하는데 문제좀 해결 해주세요
2019년 6월 24일,5,"멀리있는음식점, 주위에있지만잘모르던맛집들이있어서놀랐어요. 꽤까다로운편있어서불편한점이있지만,그래도정말좋은앱같습니다~^^"
2025년 10월 27일,5,알뜰배달 되다가 안되고 이거 뭐임? 같은 주소지에 같은 음식점에서 시킬려는데 아침에 배달 되던 곳이 왜 저녁에는 알뜰 배달이 안되는 건데?
2022년 11월 24일,5,리뷰작성 해야하는데 뭔 네트워크가 연결되지 않았다고 하면서 와이파이랑 데이터를 연결하라고 하고 그동안 주문했던 내용도 안뜨네요 이거 어찌해야 하나요
2021년 8월 17일,5,주문하면 카드결제는 빠르게되고 정작 가게게 주문은 들어가지도 않고 고객센터는 전화도 안받고 회사가 아직도 구멍가게 수준인거 같다
2019년 6월 19일,5,몇년 믿고 이용하면 뭐합니까 정작 포인트 사용 해본적 몇번 되지도 않고 할인쿠폰도 잘 없고ㅋㅋㅋㅋㅋ 그냥 쿨하게 탈퇴할게요
2022년 6월 8일,5,한달에 배달만 70만원 이상 사먹는 사람인데요. 여기는 문제 발생시 중재하는 능력이 하나도 없습니다. 고객 클레임 들어오면 상담사가 대충 때우는것 같아서 매우 실망입니다.
2021년 1월 29일,5,평소에는 정말 좋았는데 로그아웃이 되서 다시 로그인했더니 어렵게 얻은 쿠폰들이 모두 사라져있습니다. 정말 속상하네요
2023년 10월 8일,5,주문취소 기능 원래 있었던데 어디로 갔나요 주문 넣고 빼먹은게 있어서 취소하고 다시 넣으려고 했는데 주문취소 기능 없어지고 사장님이랑 전화하거나 상담사로밖에 대처를 못하게 되서 불편하네요
2022년 1월 11일,5,어머니가 폰으로 주문하시려했는데 본인인증을 해야지 주문이 가능하다해서 들어갔는데 이름/생년월일/번호 까지 썻는데 다음단계로 넘어가는게 없네요 혹시나해서 나갔다가 들어갔는데도 없네요
2024년 10월 13일,5,최근에 업데이트로 바뀐 UI 누구 의견인지는 몰라도 얼마나 배민이 구려지는지 알수 있는 업데이트 점점 사용이 불편해짐 이러니 타 어플들에 고객을 뺏기는거지
2024년 6월 13일,5,초심이 없는 어플임. 무슨 한집배달 막아놓구 몇군데를 돌다 배달오는거지 이동경로보면 짜증이나서 삭제합니다. 참치 시켰는데 맨처음 받아서 젤 늦게 갔다주네 다 녹아서 참도 맛있겠네요 삭제추천
2022년 7월 15일,5,"다 좋은데 '물회&회덮밥 8000원 연산점'에서 ""회국수에 회가 없고, 초장 빼달라고 말씀 드렸는데 비벼져 있더군요...""라고 정직한 리뷰 남긴 게 게시중단 됐더군요"
2022년 8월 28일,5,걸어서 3분거리 앞단지에 잘못 주문넣었는데 배달비가 800원가까이 차이가 나더라. 배달비 심하다. 딜리버리히어로 아닌 앱으로 갈아탄다 무조건
2021년 5월 11일,5,결제가 좀 불편하네요 배민페이 잘쓰고있었는데 왜 갑자기 계좌등록을 또 시키는지 이미 등록해둔 계좌가 있는데 거기로 환불도 못받고 이게 뭔가요
2023년 2월 16일,5,배민은 예전에도 지금에도 제일 좋은 배달앱인것 같습니다 오래된만큼 좋은 앱인것같고 배달시키는것도 정말 편리하고 다른 어플보단 역시 배민이 최고인것같습니다 너무 편리하구요!!
2019년 6월 26일,5,쿠폰 특혜로 등돌림.. 연예인한테만 뿌리고 일반인은 그냥 저냥.. 연예인이 써주면 더 효과있을줄 알았으나 역효과... 이번에 누가 기획한지모르겠지만 기획안 낸분 생각좀요
2020년 5월 20일,5,너무 좋아요ㅠㅠ 제가 소심해서 전화로 주문하면 진짜 버벅거리고 그러는데 여긴 그냥 폰으로 바로 선택하고 주문하면 되니깐 너무 좋습니다ㅠㅠㅠㅠ 아 그냥 사랑해요 배민 ㅡㅠㅠㅠㅠㅠㅠㅠㅍㅍ
2019년 4월 21일,5,선착순으로 쿠폰준다고 그시간에 맞춰서 쿠폰받기 눌렀는데 순식간에 소진이 되는경우도 있나요? 참 어이없네요 내가 봤을땐 VIP만 골라서 주는거 같네요 장사그런식으로 하면 안되요 점점갈수록 시키기 시러지네요
